trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	framewise_displacement
0.0	0.0	0.0	0.0	-0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.0	0.0	0.0
-0.04966720878	0.2492521788	-0.00625000148	0.0008611386293	0.002086656634	-0.003609644016	0.6330413530250001
0.0	0.0	0.0	0.0	-0.0	0.0	0.6330413530250001
-0.05482278588	0.06092332162	0.0640582314	0.0008892838378	0.004058282357	-0.004135169555	0.63394112639
-0.03483638248	0.1661588898	0.08776032734	0.0007361942553	0.00481772935	-0.002962272847	0.25319573169500004
-0.0600741466	0.01513462543	0.03077620734	0.001418728498	0.004810753278	-0.004637452774	0.35148066057500005
-0.04972709309	0.1021195183	0.04469533928	0.001701246132	0.004379200749	-0.004107277375	0.17346335642
-0.03068352975	0.2221204983	0.02082148857	-0.0001505717373	0.005016383249	-0.002561062342	0.364679164165
-0.03550392686	0.1024469907	-0.02887680297	0.001616887865	0.002577324864	-0.003912240732	0.452077015115
-0.04082021391	0.1796661437	-0.01870114091	0.001474233111	0.002528593643	-0.003801115556	0.10783665966
-0.03771480353	0.1891347132	0.0686455263	0.0007981847157	0.002794474363	-0.003574345028	0.15835562925499996
-0.03772720981	0.09454453977	0.03700634969	0.001155285165	0.004270401783	-0.004013590049	0.23985540083499998
-0.02890710583	0.1752253239	0.02866020651	0.0008105029701	0.004968525376	-0.003460550681	0.17764428908500002
-0.04227021383	0.1011571168	0.06205679755	0.0006008824566	0.004411380738	-0.003398869187	0.16225023841500003
-0.04335319336	0.08824597178	-0.03957782297	0.001895997324	0.002691917587	-0.004043318331	0.29858010319
-0.03087171703	0.1817460875	9.452524683e-06	0.001084983931	0.002810811158	-0.003647358622	0.21186220119468296
-0.03395394682	0.1610240317	0.007534470389	0.0001344912162	0.005077839829	-0.003436134197	0.20276659399431704
-0.04002461022	0.09026732688	-0.05129504835	0.002314011566	0.002596270526	-0.004016219173	0.39771561839900005
-0.04408163871	0.1627824329	0.03896706863	-0.0001348497026	0.003588270862	-0.003653643187	0.35700613102
-0.05649937557	0.1420786014	0.02109362587	0.001261341735	0.003958147485	-0.003933187574	0.15327563349999995
0.0	0.0	0.0	0.0	-0.0	0.0	0.6773054425399999
-0.02662855468	0.1607657708	-0.004457923213	0.0008138284902	0.003165783826	-0.00329744583	0.555705156003
-0.0485826956	0.2366175008	-0.02456160256	0.0009341057157	0.002534662141	-0.003860746976	0.18364455309199998
0.0	0.0	0.0	0.0	-0.0	0.0	0.6762375405949999
-0.07119324908	0.1446117332	0.0007027029972	0.0003874340036	0.002561848843	-0.004001602996	0.5640519774072
-0.040329525	0.125717762	-0.02575446605	0.001460752101	0.002248056931	-0.003507921239	0.17025445264720002
-0.02695860861	0.1103343216	-0.0350696693	0.002086306689	0.003092791187	-0.003892517649	0.13081382273999997
-0.03975290593	0.275734777	0.004552155657	0.0004763611942	0.002276691375	-0.003707315074	0.348378971767
-0.03753109511	0.1718285575	-0.03123830521	0.001522150356	0.002880532295	-0.003706549993	0.22443824932699996
-0.04053204028	0.1088651047	-0.03450067977	0.002226627897	0.0027752975	-0.003978679422	0.12331886077999998
-0.04249470991	0.2369057518	-0.001584000597	0.0005621131859	0.002114231	-0.003706396557	0.292813199708
-0.02999739968	0.1124240509	-0.04124313572	0.002114101779	0.002759207971	-0.003829799592	0.292656576208
-0.03355800582	0.1462497873	-0.02523555329	0.001876115217	0.002888902323	-0.003684823401	0.07902678021999998
-0.04286667793	0.2288763361	-0.002937537407	0.0006781512056	0.002099300036	-0.003645438701	0.21558078671300002
-0.02189358121	0.09479016177	-0.01417878275	0.001450342126	0.002684518928	-0.003930692561	0.248433700013
-0.04174121946	0.1591073694	-0.00067625743	0.0008582163136	0.002623743843	-0.003678904148	0.14290183672
-0.04104937127	0.1431692095	-0.02128156508	0.001739163185	0.002854789607	-0.003660514019	0.09375445396
-0.03333922426	0.1102792652	-0.03769749158	0.001999258297	0.002596134087	-0.003853203496	0.09258802326
-0.04630539229	0.2139085658	-0.02493598555	0.001279846765	0.002221567789	-0.004270109814	0.20490118205999996
-0.02375049409	0.2357486084	-0.005048543146	0.0008258786984	0.002735064132	-0.003330445848	0.15963880198399996
-0.06839436774	0.05207962797	0.07620605488	-0.0003556610609	0.005034306552	-0.003773157252	0.505742131271
-0.03487455886	0.1104096608	-0.02854505061	0.001688212156	0.002769382671	-0.003756977618	0.412849783795
-0.04122231363	0.1933446788	-0.01375280566	0.001101214206	0.002637279686	-0.003750198754	0.14036900767
-0.02724023558	0.1370442893	-0.007850094583	0.001499745646	0.002483036602	-0.003588002175	0.11193373377700003
-0.03646615952	0.1218640994	-0.03230483358	0.001966917422	0.002689357381	-0.004120778758	0.10917430973700001
-0.03970051034	0.1380628124	0.03047900342	0.00182424346	0.004669387825	-0.00418281462	0.19145391422000002
-0.06437886187	0.1652851999	0.02200583347	0.001099724323	0.003412565915	-0.004487371072	0.17466878393000002
-0.025831996	0.0772852382	-0.01828001438	0.001966632903	0.002941843588	-0.003392810468	0.28844225097000004
-0.02976606966	0.06868884106	-0.009260523713	0.001710851793	0.002380767604	-0.00378720928	0.082112756767
-0.03586222738	0.136419878	-0.01721324963	0.001902353368	0.002651002724	-0.003721157322	0.10816935322699997
-0.04089714901	0.3263907097	0.008599794694	0.0001165113499	0.002529872581	-0.00336945476	0.33375253380900005
-0.06653859554	0.3921163726	-0.08876239241	-0.001008616528	-0.004242341034	-0.00126040075	0.6890490716789999
-0.03068470597	0.1791299375	-0.01850029787	-0.000389926252	0.0002418600343	-0.002068906324	0.614672265125
0.0	0.0	0.0	0.0	-0.0	0.0	0.363349571855
-0.0530264753	0.08516982738	0.03346445753	0.0005037856754	0.003448798321	-0.002884364454	0.51350818273
-0.03377936287	0.1892825483	0.02525429481	0.001027559396	0.002776432317	-0.00288408529	0.19139094049999997
-0.04358764267	0.01098878909	-0.0153170253	0.001658926834	0.002364885062	-0.00327171362	0.30020051026999994
-0.02987388733	0.1397967659	-0.01850656549	0.001741859363	0.002720099175	-0.003149644239	0.17372207349000002
-0.03395400052	0.2130346772	-0.003698753477	0.0007126497221	0.002384394873	-0.002907125279	0.17249748164799997
-0.01950930632	0.08284065343	-0.001222379756	0.001360404189	0.002322685439	-0.003039861098	0.189225077686
